problem_no,sub_id,stem,correct,explanation
105-25-31,3,コントロールアモチゼーションは、毎回（月次、四半期、又は半年）の償還金額が一定金額に決められて元本償還を部分的に行っていく形態である。償還金額を超える債権プールからの元本回収金はSPVに滞留することになるので証券化商品の利回りと滞留資金の短期市場などでの運用利回りの差異が逆ざやとなり、オリジネーターの資金調達コストが低減することになる。,FALSE,SPVに滞留する資金の運用利回りが証券化商品の利回りを下回ると逆ざやが生じるため、オリジネーターの資金調達コストは上昇します。
105-25-31,4,パススルーは、債権プールからのキャッシュフロー （債務者からの任意の期限前返済や貸倒債権からの回収等も含む） を投資家にそのまま元利金として支払う形態である。投資家にとってみれば元本償還のスケジュールが変動する点や期限前返済等による機会損失（再運用リスク）は好ましくはないが、ハードブレットのような一定金額の利払いにするためにキャッシュフローを調整するコストがかからない分だけオリジネーターの資金調達コストは上昇することになる。,FALSE,パススルー方式はキャッシュフロー調整のコストが不要な分、オリジネーターの資金調達コストを抑えられます。上昇するという結論が誤りです。
105-25-32,1,借入金利に関して、変動金利、固定金利による借入れのいずれにおいても、ベンチマークとなる市場金利 （基準金利） に、個別のローン取引のスプレッド （貸付人が要求するクレジットリスク等に見合ったリターン）を足し合わせた構造であることに変わりはない。,TRUE,その通りです。借入金利に関して、変動金利、固定金利による借入れのいずれにおいても、ベンチマークとなる市場金利 （基準金利） に、個別のローン取引のスプレッド （貸付人が要求するクレジットリスク等に見合ったリターン）を足し合わせた構造であることに変わりはない。
105-25-32,2,スプレッドは、借入金額や借入期間、マクロ環境だけでなく、各金融機関が評価するJ-REITごとの内部格付（行内格付）にも依拠している。,TRUE,その通りです。スプレッドは、借入金額や借入期間、マクロ環境だけでなく、各金融機関が評価するJ-REITごとの内部格付（行内格付）にも依拠している。
105-25-32,3,J-REITと金融機関との間で個別に設定されたコベナンツ（財務制限条項） に抵触しているか（抵触の懸念があるか）も、内部格付（行内格付）上の重要なポイントとなり、LTV（Loan to Value）やDSCR（Debt Service Coverage Ratio）等の指標が参照される。,TRUE,その通りです。J-REITと金融機関との間で個別に設定されたコベナンツ（財務制限条項） に抵触しているか（抵触の懸念があるか）も、内部格付（行内格付）上の重要なポイントとなり、LTV（Loan to Value）やDSCR（Debt Service Coverage Ratio）等の指標が参照される。
105-25-32,4,日本銀行が2016年にマイナス金利の導入を決定した後の5 年程度は、長期金利が0 ％近傍で推移したことから、J-REIT 各社はリファイナンスに乗じて借入れの短期変動化を進め、財務安定性の向上に努めた。,FALSE,マイナス金利導入後、J-REIT各社は低金利を活用して借入れの長期化・固定化を進め、財務の安定性を高めました。短期変動化ではありません。
105-25-33,1,2013年は日本銀行が「異次元の金融緩和」を開始した年であり、年間 1.20兆円のエクイティファイナンス（IPO、FO、第三者割当増資の合計）はJ-REITの歴史の中で最大となっている。,TRUE,その通りです。2013年は日本銀行が「異次元の金融緩和」を開始した年であり、年間 1.20兆円のエクイティファイナンス（IPO、FO、第三者割当増資の合計）はJ-REITの歴史の中で最大となっている。
105-25-33,2,公募増資において、物件取得後のDPU成長を重視する場合、LTVを引き下げるストラクチャーを設計することが多い。,FALSE,LTV を引き上げるストラクチャーを設計することが多い
105-25-33,3,公募増資によるEPUの希薄化を最小限に抑える観点で、払込日（J-REITの口座への調達資金の入金日）をJ-REITの決算期の期初に設定することも多く、その場合そこから逆算してプライシング日等のスケジュールを組んでいくことになる。,TRUE,その通りです。公募増資によるEPUの希薄化を最小限に抑える観点で、払込日（J-REITの口座への調達資金の入金日）をJ-REITの決算期の期初に設定することも多く、その場合そこから逆算してプライシング日等のスケジュールを組んでいくことになる。
105-25-33,4,私募REITとの比較において、J-REITでは個人投資家（投資信託経由での資金を含む）と海外投資家が保有金額ベースで主要なシェアを占めている一方で、年金の資金は限定的である。,TRUE,その通りです。私募REITとの比較において、J-REITでは個人投資家（投資信託経由での資金を含む）と海外投資家が保有金額ベースで主要なシェアを占めている一方で、年金の資金は限定的です。
105-25-34,1,CAPMによれば、個別のエクイティ銘柄の期待リターンは「リスクフリーレート×ベータ＋エクイティリスクプレミアム」で計算される。,FALSE,CAPM によれば、個別のエクイティ銘柄の期待リターンは「リスクフリーレート＋ベータ×エクイティリスクプレミアム」で計算される。
105-25-34,2,市場リスクは、株式市場を構成する全ての銘柄が等しく影響を受けるわけではない。市場リスクの影響の度合いは、個々の銘柄によって異なる。このような個々の銘柄が市場リスクに影響を受ける度合いが、ベータ（β＝市場のリターンの分散／当銘柄と市場のリターンの共分散）と呼ばれる指標で表される。,FALSE,ベータ（β）＝当銘柄と市場のリターンの共分散／市場のリターンの分散
105-25-34,3,ベータは、市場のリターンの変動1%に対して当銘柄のリターンが何%変動するかという傾向を表している。ベータが1より大きいということは、その銘柄のリターンの変動幅は市場を上回る傾向があることを示している。,TRUE,その通りです。ベータは、市場のリターンの変動1%に対して当銘柄のリターンが何%変動するかという傾向を表している。ベータが1より大きいということは、その銘柄のリターンの変動幅は市場を上回る傾向があることを示している。
105-25-35,1,定率成長配当割引モデルで、1年目配当を10円から12円、期待リターンを5%のまま、成長率を1%から-1%に変更すると、株価は20%下落する。,TRUE,変更前は10÷（5%-1%）=250、変更後は12÷（5%-（-1%））=200です。200÷250-1=-20%となります。
105-25-36,1,グリーンボンドは環境プロジェクト、ソーシャルボンドは社会的課題に取り組むプロジェクトの資金調達に用いられ、サステナビリティボンドは両方の特性を併せ持つ。,TRUE,グリーンボンドは環境面、ソーシャルボンドは社会面の資金使途に対応します。サステナビリティボンドは環境・社会双方に貢献する事業へ資金使途を限定した債券です。
105-25-37,1,TOPIX（東証株価指数）には、配当込みと配当なし（非配当込み）のものとがある。これらのうち、配当なし（非配当込み） のTOPIXを用いるより、配当込みのTOPIX を用いる方が、TOPIXを構成する株式の総合的なリスク・リターンを把握するのに便利である。,TRUE,配当込みインデックスには、キャピタルゲインとインカムゲインの両方が反映されており、投資パフォーマンスを総合的に測定するのに便利である
105-25-37,2,東証REIT指数には、新聞等に掲載されている配当なし （非配当込み）のインデックスは存在する一方、配当込みのインデックスは存在しない。,FALSE,東証REIT 指数には、配当込みインデックスもある
105-25-37,3,日経平均株価（日経225）は、株式時価総額を指数化したものである。,FALSE,日経平均株価（日経225）は、株価平均型のインデックスであり、構成銘柄の株価の合計を構成銘柄の数で除して算出される
105-25-37,4,不動産証券化協会が公表しているAJPI（ARES Japan Property Index）は、一定の期間に実際に取引された不動産を基礎として、総合収益率を算出している。,FALSE,「一定の期間に実際に取引された不動産を基礎として」が誤り。不動産証券化協会が公表しているAJPI（ARES Japan Property Index）は、J-REIT の保有不動産の開示情報を元に算出されてきた旧AJPI（ARES J-REIT Property Index）のユニバース（母集団）に、非上場・私募不動産ファンドの保有不動産を加えたものを基礎に作成する、実物不動産にかかる投資インデックスである
105-25-38,1,格付けにおいては、デフォルト・リスクと回収リスクが基本的判断要素である。,TRUE,その通りです。格付けにおいては、デフォルト・リスクと回収リスクが基本的判断要素です。
105-25-38,2,債務の「格付け」とは、事業会社や証券化商品のSPC等が、その債務にかかる利息について、その支払いを約定通りに行うことが可能かどうかの確実性を簡単な符号でランキングしたものである。,FALSE,債務の「格付け」とは、事業会社や証券化商品のSPC 等が、その債務にかかる利息の支払いや元本の償還を約定通りに行うことが可能かどうかの確実性を簡単な符号でランキングしたものである
105-25-38,3,資本構成によって財務リスクを見るだけで、その企業のデフォルト・リスクを正しく判断することができる。,FALSE,資本構成によって財務リスクを見るだけでは不十分であり、事業リスクを合わせて明らかにすることで、デフォルト・リスクが判断できる
105-25-38,4,企業のデフォルト・リスクが小さい場合、常に回収リスクも低くなる。,FALSE,デフォルト・リスクが小さいからといって常に回収リスクも低いわけではない
105-25-39,1,"設問の投資家Xは効用の期待値を最大化し、投資機会Aの確実性等価は7,500円、リスクプレミアムは7,500円である。",TRUE,"期待効用から求める確実性等価は7,500円です。投資機会の期待値15,000円との差額15,000-7,500=7,500円がリスクプレミアムとなります。"
105-25-40,1,株価が100、120、132、99と推移した場合、各年の収益率を単純平均した年率期待リターンは約1.67%である。,TRUE,各年の収益率は20%、10%、-25%です。単純平均すると（20%+10%-25%）÷3≒1.67%となります。
105-25-41,1,IRR は同額の資金を回収するならば回収のタイミングによらず一定となる。,FALSE,同じ金額を回収する場合には早く回収する方がIRR は高くなる。
105-25-41,2,IRR と債券のフォワードレートは同じ概念である。,FALSE,フォワードレートではなく最終利回りと同じ概念である。
105-25-41,3,IRR は投資額と回収するキャッシュフローの現在価値の総和がゼロとなる割引率である。,TRUE,NPV（ネットプレゼントバリュー）がゼロとなる割引率である。
105-25-41,4,当初の投資額と同額を投資の終了時に回収する時、期中で得られる配当等のキャッシュフローが年率で3%の場合、IRR は3%とならない。,FALSE,投資額と回収額が同じ場合で期中収益が3%の場合はIRR も3%となる。
105-25-42,1,現在100を投資し、1年後に6、2年後に5、3年後に106を得るプロジェクトのIRRは、6/(1+r)+5/(1+r)^2+106/(1+r)^3-100=0を満たすrである。,TRUE,IRRは、将来キャッシュフローの現在価値と当初投資額の差であるNPVをゼロにする割引率です。
105-25-43,1,資産Aと資産Bの標準偏差がそれぞれ4%と10%、共分散が0.002の場合、相関係数は0.5である。,TRUE,相関係数は共分散÷（Aの標準偏差×Bの標準偏差）なので、0.002÷（0.04×0.10）=0.5です。
105-25-44,1,リスクを標準偏差で捉えた場合、リスク回避的な投資家であれば、資産B より資産Aを選択する。,TRUE,リスク回避的な投資家であれば、期待値が同じ場合、標準偏差が低い資産を選択する。
105-25-44,2,収益率が期待値（5%）を上回る確率は、資産AのほうがBよりも大きい。,FALSE,正規分布は左右対称であり、期待値を上回る確率も下回る確率も同じである。
105-25-44,3,収益率が期待値（5%）を下回る確率は、資産AとBとでは同じである。,TRUE,その通りです。収益率が期待値（5%）を下回る確率は、資産AとBとでは同じです。
105-25-44,4,資産Aの収益率が－5%から15%までの値を取る確率と、資産Bの収益率が－5% から15%までの値を取る確率は同じである。,FALSE,資産A の収益率が－5%から15%まで（±2 標準偏差内）の値を取る確率が約95%である一方、資産 B の収益率が±1 標準偏差内の値を取る確率は約68%である。
105-25-45,1,分散投資で低減できるのはアン・システマティックリスク、低減できないのはシステマティックリスクであり、CAPMは期待リターンとシステマティックリスクの線形関係を示す。,TRUE,個別要因によるリスクは分散で低減できますが、市場全体に起因するリスクは残ります。CAPMでは後者をベータで捉えます。
105-25-46,1,時点0、1からの1年物スポットレートがそれぞれ1.5%、2.3%の場合、時点0からの2年物スポットレートは約1.9%である。,TRUE,（1+r）^2=（1+1.5%）×（1+2.3%）を満たすrを求めると、約1.9%です。
105-25-47,1,1年物・2年物スポットレートがそれぞれ1.5%、2.3%の場合、1年後からの1年物フォワードレートは約3.0%である。,TRUE,（1+2.3%）^2=（1+1.5%）×（1+f）からfを求めると、指定の丸め方では約3.0%となります。
106-25-48,1,嘘をついてはいけないということや他人を裏切ってはならないという倫理観は個人の内面の問題であるが、法律の条文のなかにはそのような倫理観と共通する規範を持つものがある。しかし、業務遂行過程における個人の誠実性を要求するような法律の規定はない。,FALSE,個人の誠実性を要求する法律の条文はあるので、ないという記述部分が誤り。金融サービス提供法第2条第1項は、不動産証券化商品を取り扱う事業者（金融商品取引業者等）及びその役員及び使用人が負う義務として、誠実業務遂行義務を明文化しているなお、虚偽説明を禁止する各種条文の根底には嘘をついてはいけないという倫理、法律上の忠実義務には他人を裏切ってはならないという倫理があり、法律の根源には道徳や倫理があると考えられる。
106-25-48,2,不動産証券化商品の販売を行う会社の担当者個人は、販売行為の相手方である投資者に対して、会社が用意した法定の説明書（例えば、契約締結前交付書面）を交付し説明をすればその義務を果たしたことになり、当該投資者に相応しい説明になっていないと知りつつ形式的な説明に終始しても、当該担当者個人が当該投資者に対して直接、不法行為責任を負うことはない。,FALSE,この場合に当該担当者個人が当該投資者に対して直接、不法行為責任を負うことはない、という部分が誤り。不法行為とは、第三者が有する権利または法律上保護される利益（例えば、投資商品を購入する場合には適正な説明を受ける権利または不適切な説明から保護される利益）を侵害することである投資者としては、個人の行為を特定して、その行為の違法性と権利侵害行為、損害及び因果関係を立証することになる。
106-25-48,3,不動産証券化商品の販売を金融商品取引業者に委託した会社は、委託先である金融商品取引業者の不適切な販売行為によって当該会社が損害を被った場合、委託先である金融商品取引業者に対して委託契約上の善管注意義務違反に基づく損害賠償請求をすることは可能であるが、実際に不適切な販売行為を行った金融商品取引業者の従業員個人に対しては、委託契約上の善管注意義務違反に基づく損害賠償請求をすることはできない。,TRUE,契約上の善管注意義務違反とは、契約関係にある当事者間での債務不履行の問題である。従業員が会社の債務不履行責任を負うことはない
106-25-48,4,金融商品取引法では、金融商品取引業者等の従業員も行為義務の主体となっている場合があるが、従業員が当該義務に違反しても会社の補助者として行為しているに過ぎないので、従業員個人が罰せられることはない。,FALSE,違反をした従業員個人が罰せられることはないという点が誤り。金商法上の行為義務違反の場合で事業者のみが行為義務の主体となっている場合でも、違反行為をした個人も行政刑罰を受ける場合がある。このことからも、行政法令上の行為義務は、個人も遵守する必要があることを意味している。本質的には、事業者の行為はその従業員の行為を通じて実現されるので、法人の従業員個人の行為規範と言える
106-25-49,1,金融商品取引法上、金融商品取引業者等が負う善良な管理者としての注意義務（善管注意義務）は行政法規上の注意義務であって、それに反した場合には、民事上の善管注意義務違反を問われることはない。,FALSE,行政法規上の善管注意義務違反が民事上の善管注意義務違反となることもあるので、その点が誤り民法上どのような行為が善管注意義務違反になるかは、具体的な義務の存在、その内容（主として個別の契約の規定や締結趣旨により義務の存在と内容が特定される）と違反の程度により判断されることになるが、行政法上の善管注義務違反との関係が問題になる。金商法上は、様々な行為義務を事業者に課しており、例えば、リートの資産運用会社は、投資法人に対して善良な管理者の注意をもって投資運用業を行わなければならない（金商法第42 条第2 項）。
106-25-49,2,金融庁が公表している「顧客本位の業務運営に関する原則」の中にある「金融事業者は、顧客の最善の利益を図るべきである。」という原則は、法的拘束力のないものと言われているため、金融商品取引業者等は顧客の最善の利益を勘案するという法的な義務を負うわけではない。,FALSE,顧客の最善の利益を勘案する法的義務はないという点が誤り。 「顧客本位の業務運営に関する原則」は法的義務を課すものではないが、金融サービス提供法第2 条第1 項で顧客等の最善の利益を勘案しつつ、顧客等に対して誠実かつ公正に、その業務を遂行しなければならないとされた
106-25-49,3,上記ロの金融庁の原則のなかにある「金融事業者は、取引における顧客との利益相反の可能性について正確に把握し、利益相反の可能性がある場合には、当該利益相反を適切に管理すべきである」という場合の「顧客」と、 「金融事業者は、金融商品・サービスの販売・推奨等に係る重要な情報を顧客が理解できるよう分かりやすく提供すべきである」という原則に記載されている「顧客」は、同一の概念とは限らない。,TRUE,原則ごとに保護・管理の対象となる関係者が異なるため、「顧客」が常に同一範囲を指すとは限りません。利益相反管理と情報提供では、具体的な取引関係に応じて対象を判断します。
106-25-49,4,金融商品取引業者の従業員が、投資経験のない投資者に過大なレバレッジリスクのある不動産証券化商品の購入を勧誘する場合には、当該従業員個人だけではなく金融商品取引業者が不法行為責任を負うことがある。,TRUE,設問のようなレバレッジリスクの説明義務違反についての事例は106 テキストの 1.4.3.3で紹介しているその事案では、証券会社は民法第 715 条の使用者責任を理由として不法行為責任を認められているが、裁判所は、組織的な管理責任にも言及している会社自体が民法第715条の使用者責任ではなく、組織的な不法行為の主体として民法第 709 条の責任を負うこともある
106-25-50,1,「信認」 （フィデュシャリー）という概念は、契約概念との対比において、通常その関係者は3人（3つのグループ等）であり、受認者は基本的に自己の利益を追求してはならず、受認者にはより大きな裁量が与えられるという特徴がある。,TRUE,その通りです。「信認」 （フィデュシャリー）という概念は、契約概念との対比において、通常その関係者は3人（3つのグループ等）であり、受認者は基本的に自己の利益を追求してはならず、受認者にはより大きな裁量が与えられるという特徴がある。
106-25-50,2,信認義務とは、主に忠実義務と善管注意義務という2つの義務からなり、前者の忠実義務とは、その分野のプロであれば当然払うであろう十分な注意を払い、業務を誠実に遂行するという義務を指している。,FALSE,その分野のプロであれば当然払うであろう十分な注意を払い、業務を誠実に遂行するという義務は善管注意義務を指している
106-25-50,3,不動産証券化ビジネスに関わる人々はプロフェッショナルである。それゆえ、信頼を寄せる投資家や市場に対し、専門家としての「信認義務」を負うのである。,TRUE,その通りです。不動産証券化ビジネスに関わる人々はプロフェッショナルである。それゆえ、信頼を寄せる投資家や市場に対し、専門家としての「信認義務」を負うのです。
106-25-50,4,不動産証券化協会では、不動産証券化に携わる事業者に求められる共通の行動基準「一般社団法人不動産証券化協会自主行動基準」を策定し、会員の規律保持に努めている。,TRUE,その通りです。不動産証券化協会では、不動産証券化に携わる事業者に求められる共通の行動基準「一般社団法人不動産証券化協会自主行動基準」を策定し、会員の規律保持に努めている。
102-25-1,1,企業が自社の信用力を背景に、保有する不動産を担保として提供し、金融機関などから資金調達することをアセットファイナンスという。,FALSE,企業がその信用力に基づき、自身のバランスシートを用いて資金調達する「コーポレートファイナンス」に対し、証券化は特定の不動産等の収益性に依存して資金調達をするため、 「アセットファイナンス」の領域に属する
102-25-1,2,「法人企業統計」によると2023年度の結果において企業の総資産に占める割合は、有形固定資産（建物も含まれる） が約25%、土地は約10%であり、これらの有効活用・オフバランスなどが企業の収益力や効率性などに及ぼす影響は大きい。,TRUE,法人企業統計では、2023年度の企業総資産に占める有形固定資産は約25%、土地は約10%です。不動産の有効活用やオフバランス化は企業の収益性・資産効率に大きく影響します。
102-25-1,3,市場型間接金融を拡大させる意義として、様々なリスク・リターンを持つ金融商品が提供されること、伝統的間接金融の下で銀行部門に集中するリスク量の増大を抑制することなどがある。,TRUE,その通りです。市場型間接金融を拡大させる意義として、様々なリスク・リターンを持つ金融商品が提供されること、伝統的間接金融の下で銀行部門に集中するリスク量の増大を抑制することなどがある。
102-25-1,4,私募REITは、安定的な資産運用を志向する地銀・信金・信組や年金などのニーズに応えるものであり、運用開始後 15年程度で、既に運用投資法人は11 銘柄、運用資産額は1.2 兆円（2024年12月末）にまで増加している。,FALSE,私募 REIT の運用投資法人は 58 銘柄、運用資産額は 6.8 兆円(2024 年 12 月末）となっている
102-25-2,1,二重課税の回避では、信託や組合のように、それ自体がもともと非課税のSPV を使う方法（パススルー）と、特定目的会社（TMK）や投資法人のように、一定の配当・分配ルールを満たせば、投資家への配当金・分配金を費用として損金算入することが認められているSPVを使う方法（ペイスルー）がある。,TRUE,その通りです。二重課税の回避では、信託や組合のように、それ自体がもともと非課税のSPV を使う方法（パススルー）と、特定目的会社（TMK）や投資法人のように、一定の配当・分配ルールを満たせば、投資家への配当金・分配金を費用として損金算入することが認められているSPVを使う方法（ペイスルー）がある。
102-25-2,2,証券化スキームそのものの信用力を強化したり、流動性を補完したりする仕組みのことを信用補完措置という。具体的には、余剰金積立（キャッシュリザーブ） や、銀行や損害保険会社などの第三者による保証、コミットメントラインの設定などがある。,TRUE,その通りです。証券化スキームそのものの信用力を強化したり、流動性を補完したりする仕組みのことを信用補完措置という。具体的には、余剰金積立（キャッシュリザーブ） や、銀行や損害保険会社などの第三者による保証、コミットメントラインの設定などがある。
102-25-2,3,エクイティは自己資本・株式持分を意味する。資産流動化法に基づく特定目的会社（TMK）の発行する優先出資証券や、J-REIT の投資法人債、GK-TKスキームを使った私募ファンドへの匿名組合出資がエクイティに該当する。,FALSE,投資法人債はエクイティではなくデットである
102-25-2,4,ノンリコースローンとは、債権者の求償権が担保不動産にしか及ばないローンで、債務不履行による貸付金の回収不足が生じても、債権者は債務者の他の資産から回収することはできない。ただし、J-REITの借り入れは通常、投資法人自体の信用力などに基づく一種のコーポレートローンである。,TRUE,その通りです。ノンリコースローンとは、債権者の求償権が担保不動産にしか及ばないローンで、債務不履行による貸付金の回収不足が生じても、債権者は債務者の他の資産から回収することはできない。ただし、J-REITの借り入れは通常、投資法人自体の信用力などに基づく一種のコーポレートローンです。
102-25-3,1,ファンド型スキームでは、不動産の売却や入替え、あるいは投資家からの追加的な資金調達による不動産の買増しなどを、運用の専門家であるアセットマネジャーが判断し適宜行う。,TRUE,その通りです。ファンド型スキームでは、不動産の売却や入替え、あるいは投資家からの追加的な資金調達による不動産の買増しなどを、運用の専門家であるアセットマネジャーが判断し適宜行う。
102-25-3,2,私募REITは非上場のオープンエンド型の不動産投資法人であり、運用期間の定めがあり、一定の条件の下で出資金の払戻しを認めるなどの特徴を持っている。,FALSE,私募REITは、通常、運用期間の定めがないオープンエンド型です。一定条件で投資主からの払戻しを認める点は正しいですが、運用期間の説明が誤りです。
102-25-3,3,特定目的会社（TMK）は、投資家保護の観点から、対象資産の特定及び資産流動化計画の作成が義務付けられており、この計画に沿って業務を行わなければならない。,TRUE,その通りです。特定目的会社（TMK）は、投資家保護の観点から、対象資産の特定及び資産流動化計画の作成が義務付けられており、この計画に沿って業務を行わなければならない。
102-25-3,4,賃貸オフィスビルや賃貸マンションなど収益不動産向けのノンリコースローンを裏付けに発行される証券をCMBS という。ノンリコースローンは、証券化されることで高格付のCMBSから低格付や無格付までの多様な金融商品に変換される。,TRUE,その通りです。賃貸オフィスビルや賃貸マンションなど収益不動産向けのノンリコースローンを裏付けに発行される証券をCMBS という。ノンリコースローンは、証券化されることで高格付のCMBSから低格付や無格付までの多様な金融商品に変換される。
102-25-4,1,不動産が適正な価格でSPV に譲渡されることは、真正売買の条件の1 つでもあり非常に重要である。通常、不動産証券化における不動産の適正価格とは、当該不動産が生み出すキャッシュフローを基に収益還元法で求めた市場価格（時価）のことである。,TRUE,その通りです。不動産が適正な価格でSPV に譲渡されることは、真正売買の条件の1 つでもあり非常に重要である。通常、不動産証券化における不動産の適正価格とは、当該不動産が生み出すキャッシュフローを基に収益還元法で求めた市場価格（時価）のことです。
102-25-4,2,不動産証券化では、当該不動産の生み出す将来のキャッシュフローとその変動リスクが投資家に移転するだけに、不動産の評価では細心の注意が求められる。そこで、デューデリジェンスと呼ばれる不動産調査ビジネスが大きく成長した。,TRUE,その通りです。不動産証券化では、当該不動産の生み出す将来のキャッシュフローとその変動リスクが投資家に移転するだけに、不動産の評価では細心の注意が求められる。そこで、デューデリジェンスと呼ばれる不動産調査ビジネスが大きく成長した。
102-25-4,3,ファンドを利用して行う資産価値向上 （バリューアップ） の手法においては、キャッシュフローの改善とリスクプレミアムの圧縮が基本となっている。,TRUE,その通りです。ファンドを利用して行う資産価値向上 （バリューアップ） の手法においては、キャッシュフローの改善とリスクプレミアムの圧縮が基本となっている。
102-25-4,4,2023 年末における米国REIT 市場のセクター構成比率は、J-REIT 市場と同様、オフィスの比率が最も大きい。また、通信基地局やレンタル倉庫、森林など J-REIT にはないユニークな不動産を保有し、セクター分散の効いた多様な不動産で構成されている。,FALSE,米国REIT 市場のオフィス比率は5%と小さい
102-25-5,1,不動産の広告に関して、宅地建物取引業法第 32条により誇大広告は禁止されているが、おとり広告に同条の適用はない。,FALSE,国土交通省は、いわゆるおとり広告についても宅地建物取引業法第 32 条が適用されるとしている
102-25-5,2,宅地建物取引業法上、いわゆる一般媒介契約の場合においても宅地建物取引業者は指定流通機構への登録義務を負う。,FALSE,一般媒介契約の場合、指定流通機構への登録は義務ではない
102-25-5,3,未成年者は、宅地や建物の所有者となることはできないため、法定代理人が未成年者を代理し所有者となる。,FALSE,未成年者も権利能力を有するため、法定代理人の同意または代理のもとであれば宅地や建物の所有者となることができる
102-25-5,4,隣り合う土地の利用について、建築基準法で定めがあるため民法には建物の築造に関する定めはない。,FALSE,民法でも相隣関係の規定があり、建築に関する定めも存在する
102-25-6,1,宅地建物取引業法上、宅地もしくは建物の取引において買主になる場合には、業として行う場合でも同法における免許は不要である。,FALSE,売買を業として行う場合、宅地建物取引業法が適用される
102-25-6,2,近時の法改正により、 宅地建物取引業者が買主に重要事項説明を行う場合、 重要事項としてアスベスト調査及び建物状況調査を実施し、その内容を説明しなくてはならないこととなった。,FALSE,アスベスト調査や建物状況調査は実施が義務化されているわけではなく、実施している場合は説明等を行う必要がある。アスベスト調査を受けている場合は、その事実や診断、調査結果を説明する必要がある。また、建物状況調査についても、あっせんに関する事項を記載した書面を交付することや実施している場合は、結果の概要を説明する必要がある
102-25-6,3,不動産投資顧問業登録規程において、一般不動産投資顧問業の登録は任意だが、総合不動産投資顧問業の登録は強制される。,FALSE,不動産投資顧問業登録規程は任意の登録制度である
102-25-6,4,賃貸住宅の管理業務等に関する法律において、賃貸住宅管理業を行う者は、 その管理する賃貸住宅が200戸未満でも、同法の要件を満たせば賃貸住宅管理業者として登録することができる。,TRUE,国土交通省は、賃貸住宅の管理戸数が200 戸未満でも法の要件を満たせば登録できるとしている
102-25-7,1,金融市場は、取引される資金の期間により、1 年以内の資金を取引する短期金融市場と1 年超の資金を取引する長期金融市場に大別される。また、取引所を通さず、市場参加者の間で相対で取引がなされるオープン市場もある。,FALSE,市場参加者の間で相対で取引がなされるのは店頭市場である
102-25-7,2,証券市場で株式・社債・コマーシャルペーパー（CP）等を発行して資金調達を行うことを市場型間接金融と呼ぶ。,FALSE,株式・社債・CP 等による資金調達は直接金融である
102-25-7,3,オプション取引は、ある商品を、将来の一定期日までに、もしくは一定期日に、あらかじめ定める価格（権利行使価格） で売り付け（プット）または買い付け（コール）する権利の取引である。,TRUE,その通りです。オプション取引は、ある商品を、将来の一定期日までに、もしくは一定期日に、あらかじめ定める価格（権利行使価格） で売り付け（プット）または買い付け（コール）する権利の取引です。
102-25-7,4,TIBOR とは東京の銀行間の資金取引における出し手サイドが提示する金利で、国内の金融取引の基準金利として利用されている。,TRUE,その通りです。TIBOR とは東京の銀行間の資金取引における出し手サイドが提示する金利で、国内の金融取引の基準金利として利用されている。
102-25-8,1,金融商品取引法の施行により、信託受益権や投資ファンド等の集団投資スキーム持分も広く有価証券とみなされて規制対象となった。,TRUE,その通りです。金融商品取引法の施行により、信託受益権や投資ファンド等の集団投資スキーム持分も広く有価証券とみなされて規制対象となった。
102-25-8,2,金融商品取引法により規定される金融商品取引業として①第一種金融商品取引業、②第二種金融商品取引業、③投資運用業、④投資助言・代理業があり、これらの業務全てを登録制として横断的に規制する一方で、業務内容の範囲に応じて、例えば財産的基礎要件などの参入規制（登録拒否要件）を設けている。,TRUE,その通りです。金融商品取引法により規定される金融商品取引業として①第一種金融商品取引業、②第二種金融商品取引業、③投資運用業、④投資助言・代理業があり、これらの業務全てを登録制として横断的に規制する一方で、業務内容の範囲に応じて、例えば財産的基礎要件などの参入規制（登録拒否要件）を設けている。
102-25-8,3,証券市場は、その機能により、新たに証券を発行して発行者が資金調達を行う発行（プライマリー）市場と、既発証券が売買される流通（セカンダリー）市場がある。,TRUE,その通りです。証券市場は、その機能により、新たに証券を発行して発行者が資金調達を行う発行（プライマリー）市場と、既発証券が売買される流通（セカンダリー）市場がある。
102-25-8,4,証券のセカンダリー市場における証券会社の主な業務には、顧客の証券の売買等の媒介、取次ぎ、代理を行う委託売買業務 （ブローカレッジ） と、証券会社が自らの計算とリスクで証券の売買を行う自己売買業務（ディーリング）がある。,TRUE,その通りです。証券のセカンダリー市場における証券会社の主な業務には、顧客の証券の売買等の媒介、取次ぎ、代理を行う委託売買業務 （ブローカレッジ） と、証券会社が自らの計算とリスクで証券の売買を行う自己売買業務（ディーリング）がある。
102-25-9,1,額面100円、クーポン2.0%の債券を95円で購入し、5年後に100円で償還を受ける場合、単利の最終利回りは約3.16%である。,TRUE,［年間クーポン2円+（100円-95円）÷5年］÷95円×100≒3.16%です。
102-25-10,1,銀行業を営むには金融庁長官の免許が必要である。,FALSE,銀行業を営むには金融庁長官ではなく、内閣総理大臣の免許が必要である
102-25-10,2,貸付に際してのスプレッドとは、基準金利に対する上乗せ金利を指し、銀行の引き受ける信用リスクやコストに見合うリターンといえる。,TRUE,その通りです。貸付に際してのスプレッドとは、基準金利に対する上乗せ金利を指し、銀行の引き受ける信用リスクやコストに見合うリターンといえる。
